,track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity,cluster,cluster_name
4225,Sky Wave Beat,Artist_366,Classical,Romantic,0.73,0.539,0.164,123.53,203175,72,0,Chill Danceable (Slow Tempo)
4226,Wave Dream,Artist_311,Bollywood,Chill,0.365,0.518,0.669,175.77,129003,42,4,Fast Short Tracks
4227,Fire Heart Light,Artist_410,Rock,Workout,0.641,0.009,0.684,121.28,323638,74,3,Fast Danceable (High Tempo)
4228,Dance Light,Artist_271,Bollywood,Party,0.466,0.002,0.287,90.38,359045,80,2,Sad Long Tracks
4229,Night Sky,Artist_158,Hip-Hop,Party,0.19,0.098,0.027,83.94,260311,38,2,Sad Long Tracks
4230,Fire Heart,Artist_393,Hip-Hop,Chill,0.702,0.102,0.2,164.15,146785,26,4,Fast Short Tracks
4231,Dance Heart,Artist_197,Country,Romantic,0.556,0.705,0.4,140.48,109334,31,4,Fast Short Tracks
4232,Beat Dance,Artist_147,Classical,Focus,0.359,0.205,0.168,116.64,356148,52,2,Sad Long Tracks
4233,Wave Dance Heart,Artist_274,Jazz,Sleep,0.911,0.895,0.194,128.9,232652,60,3,Fast Danceable (High Tempo)
4234,Sky Night,Artist_147,Bollywood,Romantic,0.021,0.929,0.391,136.95,108606,8,4,Fast Short Tracks
4235,Night Beat Light,Artist_137,EDM,Romantic,0.316,0.976,0.962,93.52,293503,61,1,Happy Long Tracks
4236,Night Fire,Artist_70,Bollywood,Romantic,0.057,0.939,0.764,112.94,125770,35,4,Fast Short Tracks
4237,Dance Wave Sky,Artist_347,Country,Sleep,0.767,0.272,0.32,100.94,60072,34,0,Chill Danceable (Slow Tempo)
4238,Fire Sky Love,Artist_233,Country,Romantic,0.702,0.51,0.952,114.38,344295,10,1,Happy Long Tracks
4239,Dance Night Wave,Artist_128,Indie,Romantic,0.331,0.175,0.646,130.08,117971,40,4,Fast Short Tracks
4240,Beat Heart Night,Artist_300,Hip-Hop,Focus,0.676,0.806,0.455,84.27,314545,52,2,Sad Long Tracks
4241,Dream Night,Artist_286,Pop,Chill,0.396,0.888,0.468,115.09,251082,12,2,Sad Long Tracks
4242,Love Wave Night,Artist_120,Hip-Hop,Romantic,0.756,0.851,0.411,113.97,70531,27,0,Chill Danceable (Slow Tempo)
4243,Night Light Sky,Artist_164,Pop,Romantic,0.454,0.433,0.233,100.04,172548,19,2,Sad Long Tracks
4244,Night Beat,Artist_371,Classical,Chill,0.412,0.759,0.387,199.79,359174,57,3,Fast Danceable (High Tempo)
4245,Love Wave,Artist_389,Country,Workout,0.935,0.098,0.528,70.31,91792,90,0,Chill Danceable (Slow Tempo)
4246,Night Heart,Artist_202,Indie,Sleep,0.251,0.04,0.528,150.01,100224,54,4,Fast Short Tracks
4247,Sky Beat Fire,Artist_408,Rock,Travel,0.12,0.753,0.762,84.42,85544,15,4,Fast Short Tracks
4248,Fire Sky,Artist_347,Pop,Chill,0.585,0.425,0.359,177.53,213770,95,3,Fast Danceable (High Tempo)
4249,Fire Dream Love,Artist_178,Jazz,Romantic,0.969,0.996,0.717,187.99,164421,37,3,Fast Danceable (High Tempo)
4250,Fire Dream Beat,Artist_68,Bollywood,Party,0.378,0.097,0.578,116.21,238119,61,1,Happy Long Tracks
4251,Light Love,Artist_364,EDM,Workout,0.062,0.856,0.962,175.29,194700,18,4,Fast Short Tracks
4252,Night Sky,Artist_123,Jazz,Party,0.339,0.48,0.385,94.99,233263,93,2,Sad Long Tracks
4253,Night Wave Fire,Artist_309,Classical,Chill,0.506,0.827,0.901,79.61,293074,44,1,Happy Long Tracks
4254,Fire Wave Dance,Artist_40,Indie,Workout,0.162,0.817,0.821,104.22,356871,91,1,Happy Long Tracks
4255,Dream Fire,Artist_284,Bollywood,Romantic,0.658,0.916,0.638,107.83,356438,84,1,Happy Long Tracks
4256,Night Love Fire,Artist_376,Classical,Party,0.998,0.298,0.655,115.63,84223,21,0,Chill Danceable (Slow Tempo)
4257,Beat Wave Dance,Artist_284,Rock,Workout,0.452,0.95,0.085,112.21,218720,29,2,Sad Long Tracks
4258,Fire Night,Artist_214,Classical,Party,0.355,0.152,0.95,117.56,263537,15,1,Happy Long Tracks
4259,Beat Dance,Artist_339,Classical,Focus,0.401,0.082,0.107,159.4,255046,86,2,Sad Long Tracks
4260,Dream Beat Light,Artist_233,Hip-Hop,Sleep,0.115,0.432,0.563,94.38,63519,87,4,Fast Short Tracks
4261,Light Sky,Artist_208,Indie,Workout,0.883,0.828,0.33,62.6,143615,68,0,Chill Danceable (Slow Tempo)
4262,Dance Beat,Artist_86,Rock,Romantic,0.415,0.473,0.43,128.56,82280,88,4,Fast Short Tracks
4263,Heart Love Dance,Artist_404,Indie,Chill,0.387,0.829,0.61,122.76,237911,64,1,Happy Long Tracks
4264,Dance Fire Heart,Artist_498,Classical,Travel,0.66,0.73,0.909,68.41,191448,14,1,Happy Long Tracks
4265,Night Beat,Artist_80,EDM,Workout,0.442,0.209,0.458,78.73,191850,37,0,Chill Danceable (Slow Tempo)
4266,Beat Fire,Artist_243,Jazz,Romantic,0.648,0.949,0.988,131.39,163579,54,1,Happy Long Tracks
4267,Heart Wave,Artist_128,Rock,Workout,0.061,0.061,0.593,92.87,227183,59,1,Happy Long Tracks
4268,Sky Fire Wave,Artist_171,Classical,Chill,0.814,0.898,0.161,182.86,271036,59,3,Fast Danceable (High Tempo)
4269,Beat Dance,Artist_499,EDM,Travel,0.941,0.304,0.19,84.26,213448,85,0,Chill Danceable (Slow Tempo)
4270,Wave Fire,Artist_444,EDM,Focus,0.649,0.5,0.716,62.82,304313,55,1,Happy Long Tracks
4271,Dance Love,Artist_116,EDM,Workout,0.955,0.422,0.05,122.66,133025,43,0,Chill Danceable (Slow Tempo)
4272,Wave Heart Light,Artist_426,Pop,Party,0.151,0.172,0.48,198.06,243223,52,4,Fast Short Tracks
4273,Love Dance Beat,Artist_121,Country,Travel,0.477,0.358,0.148,148.74,263352,39,2,Sad Long Tracks
4274,Beat Night Wave,Artist_439,Pop,Travel,0.602,0.193,0.433,109.56,265409,77,3,Fast Danceable (High Tempo)
4275,Heart Fire Sky,Artist_160,Pop,Romantic,0.582,0.204,0.75,62.36,250592,19,1,Happy Long Tracks
4276,Sky Dance Dream,Artist_459,Hip-Hop,Party,0.401,0.187,0.459,127.89,118150,56,4,Fast Short Tracks
4277,Fire Light,Artist_2,Pop,Travel,0.338,0.489,0.163,88.91,144403,90,2,Sad Long Tracks
4278,Love Beat,Artist_481,Bollywood,Romantic,0.127,0.798,0.252,150.69,106686,36,4,Fast Short Tracks
4279,Love Fire Night,Artist_200,EDM,Romantic,0.392,0.569,0.368,141.62,313669,52,2,Sad Long Tracks
4280,Night Light,Artist_323,Classical,Focus,0.163,0.893,0.07,97.13,100252,44,2,Sad Long Tracks
4281,Sky Night,Artist_81,Indie,Party,0.734,0.637,0.584,69.64,85927,46,0,Chill Danceable (Slow Tempo)
4282,Dance Dream Sky,Artist_29,Jazz,Party,0.209,0.689,0.608,165.7,321002,97,1,Happy Long Tracks
4283,Beat Sky,Artist_437,EDM,Romantic,0.059,0.668,0.062,141.96,256716,40,2,Sad Long Tracks
4284,Fire Beat,Artist_54,Bollywood,Romantic,0.552,0.449,0.402,177.9,216173,80,3,Fast Danceable (High Tempo)
4285,Dream Light Night,Artist_211,Classical,Workout,0.595,0.689,0.414,96.37,127034,53,0,Chill Danceable (Slow Tempo)
4286,Night Love,Artist_218,Hip-Hop,Romantic,0.872,0.07,0.334,151.4,298517,57,3,Fast Danceable (High Tempo)
4287,Sky Light,Artist_100,Indie,Party,0.577,0.86,0.558,76.62,156647,19,0,Chill Danceable (Slow Tempo)
4288,Beat Dream Fire,Artist_126,Hip-Hop,Party,0.345,0.778,0.346,100.85,238848,78,2,Sad Long Tracks
4289,Fire Night,Artist_139,Classical,Workout,0.803,0.245,0.416,151.92,110819,44,0,Chill Danceable (Slow Tempo)
4290,Night Sky,Artist_400,Jazz,Romantic,0.54,0.768,0.798,175.58,112336,94,4,Fast Short Tracks
4291,Light Night,Artist_31,Bollywood,Sleep,0.079,0.013,0.162,104.93,313213,95,2,Sad Long Tracks
4292,Light Heart Dream,Artist_60,Rock,Chill,0.566,0.217,0.619,171.84,264036,20,3,Fast Danceable (High Tempo)
4293,Light Dream,Artist_135,Pop,Romantic,0.908,0.065,0.506,154.89,148781,44,3,Fast Danceable (High Tempo)
4294,Love Heart,Artist_354,Pop,Sleep,0.396,0.78,0.305,108.81,244626,43,2,Sad Long Tracks
4295,Sky Light,Artist_450,Country,Focus,0.296,0.756,0.728,182.7,89581,7,4,Fast Short Tracks
4296,Light Wave,Artist_69,Hip-Hop,Party,0.143,0.814,0.551,131.29,148232,42,4,Fast Short Tracks
4297,Beat Dream,Artist_48,Classical,Party,0.151,0.004,0.477,150.75,84486,62,4,Fast Short Tracks
4298,Love Dance,Artist_192,EDM,Focus,0.433,0.501,0.668,129.39,180426,2,4,Fast Short Tracks
4299,Dream Fire,Artist_204,Pop,Workout,0.596,0.705,0.802,123.38,299239,86,1,Happy Long Tracks
4300,Wave Sky Dance,Artist_354,Country,Romantic,0.081,0.155,0.973,178.72,157620,77,4,Fast Short Tracks
4301,Dance Dream,Artist_101,Rock,Sleep,0.94,0.65,0.629,101.26,243962,46,0,Chill Danceable (Slow Tempo)
4302,Fire Dream,Artist_131,Classical,Chill,0.755,0.084,0.874,65.13,347647,38,1,Happy Long Tracks
4303,Night Beat,Artist_452,Bollywood,Focus,0.587,0.181,0.001,183.17,260233,95,3,Fast Danceable (High Tempo)
4304,Love Sky,Artist_353,Classical,Travel,0.828,0.476,0.53,175.5,173329,1,3,Fast Danceable (High Tempo)
4305,Light Dance Beat,Artist_176,Indie,Sleep,0.08,0.654,0.215,111.32,212656,47,2,Sad Long Tracks
4306,Light Dance Heart,Artist_91,Pop,Workout,0.477,0.146,0.094,85.96,320286,13,2,Sad Long Tracks
4307,Sky Light Beat,Artist_498,Hip-Hop,Travel,0.63,0.185,0.532,154.57,203093,60,3,Fast Danceable (High Tempo)
4308,Light Dance,Artist_448,Jazz,Party,0.829,0.204,0.747,71.03,276675,81,1,Happy Long Tracks
4309,Love Fire,Artist_213,Bollywood,Party,0.783,0.239,0.412,119.33,318024,64,3,Fast Danceable (High Tempo)
4310,Wave Heart,Artist_109,Pop,Romantic,0.277,0.227,0.67,72.02,273480,68,1,Happy Long Tracks
4311,Night Beat Light,Artist_206,Indie,Focus,0.941,0.395,0.49,143.71,214917,55,3,Fast Danceable (High Tempo)
4312,Sky Heart Love,Artist_88,Classical,Party,0.124,0.654,0.437,63.81,120197,31,2,Sad Long Tracks
4313,Dance Fire Love,Artist_410,Rock,Romantic,0.875,0.438,0.29,148.09,168585,97,3,Fast Danceable (High Tempo)
4314,Beat Dream,Artist_445,Indie,Focus,0.971,0.776,0.383,154.25,104976,14,0,Chill Danceable (Slow Tempo)
4315,Wave Dream Sky,Artist_271,Pop,Workout,0.177,0.719,0.35,128.2,132686,85,4,Fast Short Tracks
4316,Fire Dream Love,Artist_285,Bollywood,Party,0.722,0.127,0.646,84.5,153479,86,0,Chill Danceable (Slow Tempo)
4317,Dance Sky,Artist_215,Pop,Focus,0.04,0.049,0.116,74.2,238039,5,2,Sad Long Tracks
4318,Beat Dance Light,Artist_94,Hip-Hop,Focus,0.405,0.878,0.093,103.86,332981,54,2,Sad Long Tracks
4319,Fire Dance Dream,Artist_455,Hip-Hop,Chill,0.516,0.08,0.66,125.13,341663,53,1,Happy Long Tracks
4320,Love Fire Dream,Artist_112,EDM,Chill,0.581,0.148,0.546,149.91,345451,37,3,Fast Danceable (High Tempo)
4321,Sky Heart,Artist_100,Hip-Hop,Workout,0.936,0.022,0.43,60.18,79640,96,0,Chill Danceable (Slow Tempo)
4322,Heart Dance,Artist_187,EDM,Sleep,0.672,0.628,0.152,159.55,156716,57,3,Fast Danceable (High Tempo)
4323,Beat Night Sky,Artist_236,EDM,Sleep,0.481,0.582,0.411,159.78,214968,3,4,Fast Short Tracks
4324,Light Wave Dance,Artist_17,Jazz,Travel,0.81,0.987,0.79,122.24,123001,77,0,Chill Danceable (Slow Tempo)
4325,Dance Night,Artist_146,Rock,Workout,0.951,0.887,0.89,108.08,116615,11,0,Chill Danceable (Slow Tempo)
4326,Heart Fire Sky,Artist_142,Jazz,Sleep,0.022,0.411,0.703,177.92,174541,42,4,Fast Short Tracks
4327,Love Night,Artist_137,Classical,Party,0.983,0.372,0.06,169.84,333776,55,3,Fast Danceable (High Tempo)
4328,Light Sky,Artist_187,Rock,Focus,0.086,0.297,0.67,197.66,148362,38,4,Fast Short Tracks
4329,Love Light,Artist_186,Indie,Workout,0.814,0.152,0.241,112.07,343360,24,3,Fast Danceable (High Tempo)
4330,Light Heart,Artist_410,Bollywood,Romantic,0.28,0.138,0.315,186.96,318887,9,3,Fast Danceable (High Tempo)
4331,Dance Beat,Artist_367,Hip-Hop,Travel,0.132,0.132,0.196,72.24,87737,13,2,Sad Long Tracks
4332,Wave Dance Heart,Artist_61,Hip-Hop,Party,0.44,0.114,0.776,117.61,221207,86,1,Happy Long Tracks
4333,Sky Heart Love,Artist_379,Country,Party,0.644,0.241,0.649,125.15,259184,18,3,Fast Danceable (High Tempo)
4334,Dance Wave,Artist_465,Pop,Travel,0.381,0.307,0.612,121.72,318135,10,1,Happy Long Tracks
4335,Light Love Night,Artist_453,EDM,Focus,0.055,0.962,0.668,147.51,94839,12,4,Fast Short Tracks
4336,Beat Heart,Artist_335,Classical,Sleep,0.599,0.578,0.237,83.83,183211,94,0,Chill Danceable (Slow Tempo)
4337,Sky Dream Light,Artist_483,Rock,Workout,0.902,0.988,0.445,181.3,321854,47,3,Fast Danceable (High Tempo)
4338,Night Beat,Artist_157,Indie,Party,0.383,0.372,0.633,137.25,210585,83,1,Happy Long Tracks
4339,Beat Fire Love,Artist_105,EDM,Workout,0.216,0.458,0.637,186.59,96303,83,4,Fast Short Tracks
4340,Sky Love,Artist_139,Classical,Sleep,0.443,0.325,0.792,60.37,272891,10,1,Happy Long Tracks
4341,Fire Beat,Artist_447,Pop,Workout,0.048,0.183,0.287,148.2,337442,1,2,Sad Long Tracks
4342,Beat Dream,Artist_149,Rock,Chill,0.82,0.143,0.77,117.74,322496,57,3,Fast Danceable (High Tempo)
4343,Light Sky Fire,Artist_479,Bollywood,Sleep,0.826,0.945,0.44,130.71,63122,71,0,Chill Danceable (Slow Tempo)
4344,Night Dream,Artist_76,Jazz,Sleep,0.588,0.987,0.67,164.13,327351,11,3,Fast Danceable (High Tempo)
4345,Sky Dance,Artist_44,Indie,Travel,0.353,0.045,0.456,91.8,222013,53,2,Sad Long Tracks
4346,Fire Dance,Artist_40,Pop,Sleep,0.8,0.15,0.949,88.69,238663,4,1,Happy Long Tracks
4347,Dance Night,Artist_54,EDM,Travel,0.555,0.424,0.179,158.42,209487,61,3,Fast Danceable (High Tempo)
4348,Dance Heart,Artist_240,Country,Chill,0.826,0.186,0.675,132.99,183739,85,0,Chill Danceable (Slow Tempo)
4349,Dance Sky Heart,Artist_174,Classical,Party,0.631,0.364,0.577,92.71,292302,86,1,Happy Long Tracks
4350,Light Dream Sky,Artist_136,Country,Workout,0.784,0.129,0.173,127.76,260652,10,3,Fast Danceable (High Tempo)
4351,Fire Love,Artist_456,Hip-Hop,Focus,0.599,0.457,0.066,124.34,236228,87,2,Sad Long Tracks
4352,Dance Sky Heart,Artist_295,Country,Focus,0.414,0.272,0.799,156.8,182569,5,4,Fast Short Tracks
4353,Dance Beat Love,Artist_136,Rock,Travel,0.958,0.352,0.157,60.37,126706,61,0,Chill Danceable (Slow Tempo)
4354,Sky Night Dream,Artist_151,Indie,Party,0.541,0.094,0.187,142.15,190309,76,2,Sad Long Tracks
4355,Fire Wave,Artist_291,Jazz,Sleep,0.605,0.428,0.978,144.79,318535,30,1,Happy Long Tracks
4356,Dream Night Heart,Artist_171,Jazz,Focus,0.22,0.983,0.717,164.37,196712,57,4,Fast Short Tracks
4357,Beat Wave Heart,Artist_245,Jazz,Focus,0.626,0.329,0.25,184.49,119472,33,4,Fast Short Tracks
4358,Night Fire Dream,Artist_329,Bollywood,Sleep,0.572,0.876,0.591,121.63,316579,37,1,Happy Long Tracks
4359,Night Heart Love,Artist_148,Rock,Workout,0.185,0.843,0.534,107.95,147165,82,4,Fast Short Tracks
4360,Beat Wave Dream,Artist_86,Pop,Sleep,0.06,0.952,0.844,74.32,137361,68,1,Happy Long Tracks
4361,Dance Love Heart,Artist_392,Country,Sleep,0.604,0.79,0.729,107.16,86181,91,0,Chill Danceable (Slow Tempo)
4362,Night Sky Fire,Artist_417,Hip-Hop,Party,0.764,0.66,0.832,69.59,107030,23,0,Chill Danceable (Slow Tempo)
4363,Dance Beat Fire,Artist_42,Bollywood,Workout,0.523,0.857,0.212,172.39,71125,70,4,Fast Short Tracks
4364,Beat Fire Sky,Artist_324,EDM,Party,0.227,0.076,0.64,172.98,65801,7,4,Fast Short Tracks
4365,Wave Dream,Artist_284,Bollywood,Romantic,0.667,0.463,0.04,118.41,115897,19,0,Chill Danceable (Slow Tempo)
4366,Dream Heart Beat,Artist_273,Rock,Workout,0.08,0.989,0.069,96.35,150183,15,2,Sad Long Tracks
4367,Night Wave,Artist_368,Hip-Hop,Sleep,0.442,0.77,0.714,76.52,62292,86,0,Chill Danceable (Slow Tempo)
4368,Love Dream,Artist_154,Pop,Romantic,0.163,0.962,0.024,179.17,179362,32,2,Sad Long Tracks
4369,Dance Night Dream,Artist_92,Bollywood,Sleep,0.184,0.78,0.58,182.85,74977,79,4,Fast Short Tracks
4370,Love Dance,Artist_439,Classical,Party,0.202,0.875,0.84,97.28,102193,59,1,Happy Long Tracks
4371,Love Dream,Artist_321,Bollywood,Travel,0.387,0.707,0.38,147.05,174881,70,4,Fast Short Tracks
4372,Heart Wave Night,Artist_394,Classical,Party,0.051,0.761,0.045,96.21,236459,70,2,Sad Long Tracks
4373,Dream Sky,Artist_154,Bollywood,Travel,0.398,0.523,0.714,91.52,351108,6,1,Happy Long Tracks
4374,Night Love Wave,Artist_194,Indie,Focus,0.512,0.924,0.93,62.97,150147,76,1,Happy Long Tracks
4375,Wave Love,Artist_122,Bollywood,Focus,0.483,0.825,0.717,140.8,106607,66,4,Fast Short Tracks
4376,Dream Beat,Artist_259,Classical,Party,0.383,0.844,0.578,80.99,261805,89,1,Happy Long Tracks
4377,Night Sky Light,Artist_57,Indie,Focus,0.839,0.673,0.23,61.73,354721,4,2,Sad Long Tracks
4378,Wave Sky,Artist_461,Country,Romantic,0.145,0.305,0.015,74.68,345716,70,2,Sad Long Tracks
4379,Night Dance,Artist_188,EDM,Romantic,0.506,0.036,0.695,103.93,139494,57,0,Chill Danceable (Slow Tempo)
4380,Dream Light Night,Artist_39,Bollywood,Chill,0.062,0.936,0.231,153.68,101204,61,4,Fast Short Tracks
4381,Wave Fire Sky,Artist_83,Hip-Hop,Sleep,0.071,0.586,0.858,88.37,260074,56,1,Happy Long Tracks
4382,Beat Heart,Artist_320,EDM,Sleep,0.574,0.298,0.466,184.26,268567,14,3,Fast Danceable (High Tempo)
4383,Dance Wave,Artist_57,Pop,Focus,0.566,0.149,0.531,100.39,344023,83,1,Happy Long Tracks
4384,Light Sky Wave,Artist_63,Country,Romantic,0.878,0.83,0.754,106.37,66319,7,0,Chill Danceable (Slow Tempo)
4385,Beat Fire Sky,Artist_466,Classical,Travel,0.558,0.837,0.779,90.52,105245,54,0,Chill Danceable (Slow Tempo)
4386,Fire Wave Dance,Artist_209,EDM,Chill,0.96,0.815,0.643,95.53,218502,82,0,Chill Danceable (Slow Tempo)
4387,Dream Love,Artist_140,Pop,Romantic,0.049,0.645,0.938,70.38,303675,58,1,Happy Long Tracks
4388,Love Night,Artist_386,Rock,Workout,0.098,0.366,0.982,101.27,85791,61,1,Happy Long Tracks
4389,Night Dance,Artist_252,Classical,Romantic,0.044,0.304,0.947,180.35,81658,72,4,Fast Short Tracks
4390,Dream Night,Artist_329,Jazz,Party,0.185,0.009,0.824,156.38,123713,28,4,Fast Short Tracks
4391,Heart Wave Fire,Artist_313,Hip-Hop,Focus,0.541,0.834,0.706,182.54,300872,85,3,Fast Danceable (High Tempo)
4392,Beat Wave Night,Artist_89,EDM,Party,0.646,0.087,0.663,74.68,139975,55,0,Chill Danceable (Slow Tempo)
4393,Fire Dance Love,Artist_462,Indie,Chill,0.046,0.631,0.104,123.79,343089,99,2,Sad Long Tracks
4394,Dream Beat Fire,Artist_129,Pop,Focus,0.946,0.504,0.271,92.1,305563,74,3,Fast Danceable (High Tempo)
4395,Night Love Light,Artist_339,Hip-Hop,Chill,0.842,0.527,0.006,160.97,263179,53,3,Fast Danceable (High Tempo)
4396,Beat Dream Dance,Artist_199,Country,Romantic,0.297,0.927,0.137,195.83,70681,92,4,Fast Short Tracks
4397,Beat Heart Dance,Artist_148,Bollywood,Sleep,0.077,0.032,0.439,174.15,276698,83,4,Fast Short Tracks
4398,Heart Beat,Artist_92,Rock,Romantic,0.17,0.773,0.147,64.94,345933,44,2,Sad Long Tracks
4399,Wave Dream Love,Artist_301,Pop,Workout,0.127,0.052,0.902,104.33,121572,99,1,Happy Long Tracks
4400,Sky Beat,Artist_306,Hip-Hop,Travel,0.123,0.038,0.806,64.0,89563,28,1,Happy Long Tracks
4401,Dance Heart,Artist_450,Country,Chill,0.519,0.43,0.072,65.62,212802,46,2,Sad Long Tracks
4402,Love Dream,Artist_257,EDM,Party,0.246,0.063,0.249,71.13,270322,49,2,Sad Long Tracks
4403,Light Dance,Artist_227,EDM,Sleep,0.358,0.789,0.819,98.69,220139,67,1,Happy Long Tracks
4404,Fire Dream Beat,Artist_89,Rock,Chill,0.99,0.53,0.803,102.59,107358,27,0,Chill Danceable (Slow Tempo)
4405,Love Heart,Artist_130,Classical,Workout,0.684,0.029,0.945,116.06,239131,81,1,Happy Long Tracks
4406,Wave Heart Light,Artist_226,Jazz,Travel,0.949,0.041,0.998,116.69,338610,79,3,Fast Danceable (High Tempo)
4407,Night Dance,Artist_373,Country,Sleep,0.143,0.613,0.976,168.0,235412,39,1,Happy Long Tracks
4408,Fire Dream,Artist_105,Hip-Hop,Sleep,0.382,0.806,0.41,79.8,258682,86,2,Sad Long Tracks
4409,Light Sky Beat,Artist_166,EDM,Sleep,0.555,0.438,0.25,82.08,255574,84,2,Sad Long Tracks
4410,Beat Love,Artist_110,EDM,Romantic,0.077,0.555,0.758,147.72,84121,27,4,Fast Short Tracks
4411,Wave Light Sky,Artist_334,Hip-Hop,Travel,0.004,0.8,0.299,140.04,102884,35,4,Fast Short Tracks
4412,Love Sky Heart,Artist_465,Pop,Focus,0.67,0.611,0.806,81.56,305065,47,1,Happy Long Tracks
4413,Beat Night,Artist_319,Jazz,Sleep,0.642,0.225,0.534,179.32,187192,52,3,Fast Danceable (High Tempo)
4414,Beat Dance Fire,Artist_317,Hip-Hop,Sleep,0.411,0.613,0.794,106.07,289196,69,1,Happy Long Tracks
4415,Wave Fire Dance,Artist_271,Country,Workout,0.49,0.628,0.276,111.38,265180,66,2,Sad Long Tracks
4416,Sky Love Fire,Artist_452,Bollywood,Romantic,0.415,0.734,0.508,118.86,322780,41,2,Sad Long Tracks
4417,Beat Sky Love,Artist_254,EDM,Workout,0.024,0.621,0.564,105.18,322943,50,1,Happy Long Tracks
4418,Love Fire,Artist_192,Rock,Workout,0.335,0.969,0.943,138.04,218203,45,1,Happy Long Tracks
4419,Fire Beat Love,Artist_392,Country,Chill,0.177,0.197,0.267,114.41,240506,20,2,Sad Long Tracks
4420,Love Night Sky,Artist_331,Rock,Focus,0.098,0.951,0.937,96.32,282363,71,1,Happy Long Tracks
4421,Love Light Sky,Artist_292,Country,Focus,0.957,0.538,0.805,186.63,176734,36,3,Fast Danceable (High Tempo)
4422,Dance Fire,Artist_416,Pop,Sleep,0.599,0.672,0.731,103.17,93384,72,0,Chill Danceable (Slow Tempo)
4423,Night Fire Beat,Artist_61,EDM,Party,0.729,0.099,0.787,157.79,308990,91,3,Fast Danceable (High Tempo)
4424,Dream Light Fire,Artist_185,Hip-Hop,Focus,0.315,0.381,0.605,108.61,247896,70,1,Happy Long Tracks
4425,Beat Night,Artist_123,Country,Workout,0.393,0.769,0.244,120.93,347748,24,2,Sad Long Tracks
4426,Fire Dance Love,Artist_438,Jazz,Sleep,0.237,0.707,0.189,93.03,273637,36,2,Sad Long Tracks
4427,Dream Sky,Artist_2,Pop,Sleep,0.097,0.04,0.866,165.33,105297,5,4,Fast Short Tracks
4428,Sky Wave,Artist_32,EDM,Sleep,0.179,0.547,0.725,163.21,286210,84,1,Happy Long Tracks
4429,Dream Beat Fire,Artist_238,Jazz,Party,0.798,0.088,0.213,63.11,287433,20,0,Chill Danceable (Slow Tempo)
4430,Heart Night,Artist_162,Pop,Chill,0.678,0.996,0.615,68.43,192738,53,0,Chill Danceable (Slow Tempo)
4431,Sky Light Night,Artist_415,Bollywood,Party,0.547,0.897,0.448,189.13,226304,40,3,Fast Danceable (High Tempo)
4432,Dream Night,Artist_62,Indie,Travel,0.475,0.021,0.159,184.44,60037,98,4,Fast Short Tracks
4433,Fire Night,Artist_134,Jazz,Travel,0.922,0.859,0.532,130.85,321718,50,3,Fast Danceable (High Tempo)
4434,Dream Night Dance,Artist_189,Pop,Chill,0.073,0.919,0.282,129.07,277423,74,2,Sad Long Tracks
4435,Night Light Dance,Artist_484,Country,Chill,0.281,0.354,0.096,173.74,234192,67,2,Sad Long Tracks
4436,Dance Sky,Artist_334,Jazz,Workout,0.35,0.72,0.467,79.38,306010,98,2,Sad Long Tracks
4437,Heart Night,Artist_39,Pop,Workout,0.782,0.442,0.59,151.52,338791,35,3,Fast Danceable (High Tempo)
4438,Dream Beat Fire,Artist_409,Jazz,Workout,0.993,0.655,0.047,126.64,253410,64,3,Fast Danceable (High Tempo)
4439,Love Night Light,Artist_271,Country,Sleep,0.241,0.34,0.402,164.07,187556,37,4,Fast Short Tracks
4440,Dream Heart,Artist_113,Country,Travel,0.874,0.323,0.258,64.21,82911,45,0,Chill Danceable (Slow Tempo)
4441,Light Wave,Artist_439,Classical,Romantic,0.831,0.424,0.031,142.98,217062,38,3,Fast Danceable (High Tempo)
4442,Dance Heart,Artist_143,Pop,Workout,0.225,0.146,0.126,137.94,294481,87,2,Sad Long Tracks
4443,Heart Beat,Artist_246,Rock,Chill,0.399,0.831,0.139,177.72,290997,85,2,Sad Long Tracks
4444,Night Light Beat,Artist_453,Bollywood,Focus,0.41,0.349,0.183,154.76,78137,27,4,Fast Short Tracks
4445,Dream Fire,Artist_292,Indie,Travel,0.978,0.4,0.803,183.22,216209,65,3,Fast Danceable (High Tempo)
4446,Wave Night Fire,Artist_91,Indie,Focus,0.181,0.894,0.439,184.22,123960,73,4,Fast Short Tracks
4447,Light Dance Beat,Artist_470,Bollywood,Sleep,0.799,0.497,0.147,117.14,306917,3,2,Sad Long Tracks
4448,Heart Fire Love,Artist_352,Hip-Hop,Travel,0.334,0.544,0.1,79.24,229348,59,2,Sad Long Tracks
4449,Dance Fire,Artist_460,Rock,Chill,0.731,0.956,0.298,148.24,146076,98,0,Chill Danceable (Slow Tempo)
4450,Wave Heart,Artist_121,Rock,Chill,0.42,0.887,0.798,182.32,178523,30,4,Fast Short Tracks
4451,Heart Wave,Artist_25,Pop,Focus,0.578,0.169,0.364,70.49,65861,95,0,Chill Danceable (Slow Tempo)
4452,Love Heart Dance,Artist_174,EDM,Focus,0.833,0.473,0.16,138.11,235573,94,3,Fast Danceable (High Tempo)
4453,Dream Night,Artist_491,Pop,Chill,0.804,0.971,0.404,76.1,319422,16,2,Sad Long Tracks
